Curso,Disciplina,Código turma,Sigla disciplina,Horário Teoria,Horário Prática,Campus,Turno,Vagas,Reserva,Docente Teoria,Docente Teoria 2,Docente Teoria 3,Docente Prática,Docente Prática 2,Inglês,Espanhol,SIGLA,DISCIPLINA,TPEI,RECOMENDAÇÃO,OBJETIVOS,METODOLOGIA EXTENSIONISTA,EMENTA,BIBLIOGRAFIA BÁSICA,BIBLIOGRAFIA COMPLEMENTAR
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",SISTEMAS DE CONTROLE I,NA1ESTA003-17SA,ESTA003-17,"segunda das 18:00 às 21:00, sala S - 309-2, semanal ","quarta das 21:00 às 23:00, sala 408-1, semanal ",SA,Noturno,24,,ALFREDO DEL SOLE LORDELO,,,ALFREDO DEL SOLE LORDELO,,Não,Não,ESTA003-17,Sistemas de Controle I,3-2-0-4,Transformadas em Sinais e Sistemas Lineares,A disciplina tem o objetivo de introduzir ao discente à análise e projeto de controladores lineares de sistemas modelados através de funções de transferência. O aluno deve ser capaz de compreender e dominar as técnicas de controle clássico para sistemas lineares e invariantes no tempo.,Não se aplica,"Análise de resposta transitória e de regime estacionário: sistemas de primeira e de segunda ordens, critério de estabilidade de Routh, efeitos das ações de controle integral e derivativo, erros estacionários em sistemas de controle com realimentação unitária; análise no lugar das raízes: gráfico do lugar das raízes, regras gerais para a construção do lugar das raízes, lugar das raízes para sistemas com retardo de transporte; projeto de sistemas de controle pelo método do lugar das raízes: compensação por avanço de fase, compensação por atraso de fase, compensação por avanço e atraso de fase.","FRANKLIN, G.; POWELL, J. D.; EMAMI-NAEINI, A. Feedback control of dynamic systems. 5th ed. Pearson, 2005.
GOODWIN, G. C.; GRAEBE, S. F.; SALGADO, M. E. Control System Design. Prentice Hall.
OGATA, K. Engenharia de controle moderno.  4. ed. Pearson/Prentice Hall, 2003.","CHEN, C. T. Linear system theory and design. 3rd ed. Oxford University Press, 1998.
DORF, R. C.; BISHOP, R. H. Modern control systems. 11th ed. Prentice Hall, 2003. 
KAILATH, T. Linear Systems. Prentice Hall, 1980.
KUO, B. Sistemas de Controle Automatico. Prentice Hall do Brasil, 1985.
NISE, NORMAN S. Engenharia de Sistemas de Controle.  6. ed. LTC, 2012."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",SISTEMAS DE CONTROLE I,NB1ESTA003-17SA,ESTA003-17,"quinta das 18:00 às 21:00, sala S-502, semanal ","segunda das 21:00 às 23:00, sala 402-2, semanal ",SA,Noturno,30,,HELOI FRANCISCO GENTIL GENARI,,,HELOI FRANCISCO GENTIL GENARI,,Não,Não,ESTA003-17,Sistemas de Controle I,3-2-0-4,Transformadas em Sinais e Sistemas Lineares,A disciplina tem o objetivo de introduzir ao discente à análise e projeto de controladores lineares de sistemas modelados através de funções de transferência. O aluno deve ser capaz de compreender e dominar as técnicas de controle clássico para sistemas lineares e invariantes no tempo.,Não se aplica,"Análise de resposta transitória e de regime estacionário: sistemas de primeira e de segunda ordens, critério de estabilidade de Routh, efeitos das ações de controle integral e derivativo, erros estacionários em sistemas de controle com realimentação unitária; análise no lugar das raízes: gráfico do lugar das raízes, regras gerais para a construção do lugar das raízes, lugar das raízes para sistemas com retardo de transporte; projeto de sistemas de controle pelo método do lugar das raízes: compensação por avanço de fase, compensação por atraso de fase, compensação por avanço e atraso de fase.","FRANKLIN, G.; POWELL, J. D.; EMAMI-NAEINI, A. Feedback control of dynamic systems. 5th ed. Pearson, 2005.
GOODWIN, G. C.; GRAEBE, S. F.; SALGADO, M. E. Control System Design. Prentice Hall.
OGATA, K. Engenharia de controle moderno.  4. ed. Pearson/Prentice Hall, 2003.","CHEN, C. T. Linear system theory and design. 3rd ed. Oxford University Press, 1998.
DORF, R. C.; BISHOP, R. H. Modern control systems. 11th ed. Prentice Hall, 2003. 
KAILATH, T. Linear Systems. Prentice Hall, 1980.
KUO, B. Sistemas de Controle Automatico. Prentice Hall do Brasil, 1985.
NISE, NORMAN S. Engenharia de Sistemas de Controle.  6. ed. LTC, 2012."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",SISTEMAS DE CONTROLE I,NC1ESTA003-17SA,ESTA003-17,"quarta das 18:00 às 21:00, sala S - 309-2, semanal ","sexta das 21:00 às 23:00, sala 408-1, semanal ",SA,Noturno,24,,ALFREDO DEL SOLE LORDELO,,,ALFREDO DEL SOLE LORDELO,,Não,Não,ESTA003-17,Sistemas de Controle I,3-2-0-4,Transformadas em Sinais e Sistemas Lineares,A disciplina tem o objetivo de introduzir ao discente à análise e projeto de controladores lineares de sistemas modelados através de funções de transferência. O aluno deve ser capaz de compreender e dominar as técnicas de controle clássico para sistemas lineares e invariantes no tempo.,Não se aplica,"Análise de resposta transitória e de regime estacionário: sistemas de primeira e de segunda ordens, critério de estabilidade de Routh, efeitos das ações de controle integral e derivativo, erros estacionários em sistemas de controle com realimentação unitária; análise no lugar das raízes: gráfico do lugar das raízes, regras gerais para a construção do lugar das raízes, lugar das raízes para sistemas com retardo de transporte; projeto de sistemas de controle pelo método do lugar das raízes: compensação por avanço de fase, compensação por atraso de fase, compensação por avanço e atraso de fase.","FRANKLIN, G.; POWELL, J. D.; EMAMI-NAEINI, A. Feedback control of dynamic systems. 5th ed. Pearson, 2005.
GOODWIN, G. C.; GRAEBE, S. F.; SALGADO, M. E. Control System Design. Prentice Hall.
OGATA, K. Engenharia de controle moderno.  4. ed. Pearson/Prentice Hall, 2003.","CHEN, C. T. Linear system theory and design. 3rd ed. Oxford University Press, 1998.
DORF, R. C.; BISHOP, R. H. Modern control systems. 11th ed. Prentice Hall, 2003. 
KAILATH, T. Linear Systems. Prentice Hall, 1980.
KUO, B. Sistemas de Controle Automatico. Prentice Hall do Brasil, 1985.
NISE, NORMAN S. Engenharia de Sistemas de Controle.  6. ed. LTC, 2012."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",SISTEMAS MICROPROCESSADOS,DAESTI013-17SA,ESTI013-17,"quarta das 08:00 às 10:00, sala S - 303-1, semanal ","sexta das 10:00 às 12:00, sala 410-1, semanal ",SA,Matutino,24,,LUIZ ALBERTO LUZ DE ALMEIDA,,,LUIZ ALBERTO LUZ DE ALMEIDA,,Não,Não,ESTI013-17,Sistemas Microprocessados,2-2-0-4,Eletrônica Digital; Dispositivos Eletrônicos,"Apresentar as técnicas e etapas de desenvolvimento de projetos utilizando sistemas microprocessados; Apresentar também as características dos principais componentes, suas diversas configurações de projeto e sua influência no desempenho de sistemas microcontrolados.",Não se aplica,"Conceituação de sistema embarcado. Organização de Computadores: Processador, Memória, Dispositivos de Entrada e Saída; Arquiteturas e operação de Microprocessadores: Unidade de Controle, Registradores, Conjunto de Instruções, Assembly, DMA, Unidade Logico– Aritmetica, Ciclo de Instrução; Modos de Enderecamento; Barramento; Diagramas de Tempo da CPU; Interrupções e Tratamento de Interrupções; Protocolos de Comunicação e Interfaceamento; Programação em C voltada à microcontroladores. Fluxograma.","DALTRINI, B. M.; JINO, M.; MAGALHÃES, L. P. Introdução a Sistemas de Computação Digital. Makron Books, 1999.
HAYES, J. P. Computer Architecture and Organization. 3rd ed. McGraw-Hill Book Co., 1998. 
STALLINGS, W. Computer Organization and Architecture. Prentice Hall Inc, 2000.","GIMENEZ, S. P. Microcontroladores 8051. Prentice-Hall, 2002.
SOUZA, D. R. Microcontroladores ARM7 – O poder dos 32 bits. Érica, 2006.
SOUZA, D. J. Desbravando o PIC:  Ampliado e Atualizado para PIC 16F628A. 12. ed. Érica, 2007.
STEWART, J. W.; MIAO, K. X. The 8051 microcontroller: hardware, software, and interfacing. 2. ed. Upper Saddle River, N.J: Prentice Hall, 1999.
ZANCO, W. S. Microcontroladores PIC: Técnicas de Software e Hardware para Projetos de Circuitos Eletrônicos. 1. ed. Érica, 2006."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",SISTEMAS MICROPROCESSADOS,NAESTI013-17SA,ESTI013-17,"quarta das 19:00 às 21:00, sala S - 303-1, semanal ","sexta das 21:00 às 23:00, sala 410-1, semanal ",SA,Noturno,24,,LUIZ ALBERTO LUZ DE ALMEIDA,,,LUIZ ALBERTO LUZ DE ALMEIDA,,Não,Não,ESTI013-17,Sistemas Microprocessados,2-2-0-4,Eletrônica Digital; Dispositivos Eletrônicos,"Apresentar as técnicas e etapas de desenvolvimento de projetos utilizando sistemas microprocessados; Apresentar também as características dos principais componentes, suas diversas configurações de projeto e sua influência no desempenho de sistemas microcontrolados.",Não se aplica,"Conceituação de sistema embarcado. Organização de Computadores: Processador, Memória, Dispositivos de Entrada e Saída; Arquiteturas e operação de Microprocessadores: Unidade de Controle, Registradores, Conjunto de Instruções, Assembly, DMA, Unidade Logico– Aritmetica, Ciclo de Instrução; Modos de Enderecamento; Barramento; Diagramas de Tempo da CPU; Interrupções e Tratamento de Interrupções; Protocolos de Comunicação e Interfaceamento; Programação em C voltada à microcontroladores. Fluxograma.","DALTRINI, B. M.; JINO, M.; MAGALHÃES, L. P. Introdução a Sistemas de Computação Digital. Makron Books, 1999.
HAYES, J. P. Computer Architecture and Organization. 3rd ed. McGraw-Hill Book Co., 1998. 
STALLINGS, W. Computer Organization and Architecture. Prentice Hall Inc, 2000.","GIMENEZ, S. P. Microcontroladores 8051. Prentice-Hall, 2002.
SOUZA, D. R. Microcontroladores ARM7 – O poder dos 32 bits. Érica, 2006.
SOUZA, D. J. Desbravando o PIC:  Ampliado e Atualizado para PIC 16F628A. 12. ed. Érica, 2007.
STEWART, J. W.; MIAO, K. X. The 8051 microcontroller: hardware, software, and interfacing. 2. ed. Upper Saddle River, N.J: Prentice Hall, 1999.
ZANCO, W. S. Microcontroladores PIC: Técnicas de Software e Hardware para Projetos de Circuitos Eletrônicos. 1. ed. Érica, 2006."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",TEORIA DE ACIONAMENTOS ELÉTRICOS,DAESTA022-17SA,ESTA022-17,"terça das 10:00 às 12:00, sala S-301-1, semanal , sexta das 08:00 às 10:00, sala S-301-1, semanal ",,SA,Matutino,72,,ALVARO BATISTA DIETRICH,,,,,Não,Não,ESTA022-17,Teoria de Acionamentos Elétricos,4-0-0-4,Máquinas Elétricas,"Apresentar modelo dos diferentes tipos de cargas acionadas, tipos engrenagens utilizadas e projetos de sistemas de acionamentos de máquinas de correntes alternadas.",Não se aplica,Introdução aos sistemas de acionamentos elétricos; elementos de um sistema de acionamento elétrico; ponto de operação e estabilidade; operação motora e frenante de um sistema de acionamento; perdas no acionamento elétrico; operação e controle de máquinas de corrente alternada com tensão e frequência variáveis para acionamentos elétricos; conversores de frequência alimentados por tensão; algoritmos de geração de sinais PWM; simulação de acionamentos de máquinas de corrente alternada.,"BIM, Edson. Máquinas Elétricas e Acionamento. Campus, 2009.
CROWDER, R. Electric Drives and Electromechanical Systems. Elsevier, 2006.
FRANCHI, C.M. Acionamentos elétricos. 3. ed. Érica, 2008.
KRAUSE, Paul C.; WASYNCZUK, Oleg; SUDHOFF, Scott D. Analysis of Electric Machinery and Drive Systems. 2nd ed. Wiley – IEEE Press, 2002.","BOLDEA, Ion, NASAR, Syed A. Electric Drives. Second Edition. CRC Press, 1999.  (Electric Power Engineering Series)
BOSE, B. K. Modern Power Electronics and AC Drives. Prentice Hall, 2001. 
DEL TORO, V. Fundamentos de Máquinas Elétricas. LTC, 1994.
FALCONE, A. G. Eletromecânica. v. 1, Edgard Blucher, 1985.
KRAUSE, Paul C.; WASYNCZUK, Oleg; SUDHOFF, Scott D. Analysis of Electric Machinery and Drive Systems. 2nd Edition.Wiley-IEEE Press, 2002. ISBN: 978-0-471-14326-0
MURPHY, J. M. D.; TUMBULL, F. G. Power electronic control of AC Motors. New York: Pergamon, 1990.
ONG, Chee-Mun. Dynamic Simulations of Electric Machinery: Using MATLAB/SIMULINK. Prentice Hall, 1998. ISBN: 0-13-723785-5"
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",TEORIA DE ACIONAMENTOS ELÉTRICOS,NAESTA022-17SA,ESTA022-17,"terça das 21:00 às 23:00, sala S-302-2, semanal , sexta das 19:00 às 21:00, sala S-302-2, semanal ",,SA,Noturno,72,,ALVARO BATISTA DIETRICH,,,,,Não,Não,ESTA022-17,Teoria de Acionamentos Elétricos,4-0-0-4,Máquinas Elétricas,"Apresentar modelo dos diferentes tipos de cargas acionadas, tipos engrenagens utilizadas e projetos de sistemas de acionamentos de máquinas de correntes alternadas.",Não se aplica,Introdução aos sistemas de acionamentos elétricos; elementos de um sistema de acionamento elétrico; ponto de operação e estabilidade; operação motora e frenante de um sistema de acionamento; perdas no acionamento elétrico; operação e controle de máquinas de corrente alternada com tensão e frequência variáveis para acionamentos elétricos; conversores de frequência alimentados por tensão; algoritmos de geração de sinais PWM; simulação de acionamentos de máquinas de corrente alternada.,"BIM, Edson. Máquinas Elétricas e Acionamento. Campus, 2009.
CROWDER, R. Electric Drives and Electromechanical Systems. Elsevier, 2006.
FRANCHI, C.M. Acionamentos elétricos. 3. ed. Érica, 2008.
KRAUSE, Paul C.; WASYNCZUK, Oleg; SUDHOFF, Scott D. Analysis of Electric Machinery and Drive Systems. 2nd ed. Wiley – IEEE Press, 2002.","BOLDEA, Ion, NASAR, Syed A. Electric Drives. Second Edition. CRC Press, 1999.  (Electric Power Engineering Series)
BOSE, B. K. Modern Power Electronics and AC Drives. Prentice Hall, 2001. 
DEL TORO, V. Fundamentos de Máquinas Elétricas. LTC, 1994.
FALCONE, A. G. Eletromecânica. v. 1, Edgard Blucher, 1985.
KRAUSE, Paul C.; WASYNCZUK, Oleg; SUDHOFF, Scott D. Analysis of Electric Machinery and Drive Systems. 2nd Edition.Wiley-IEEE Press, 2002. ISBN: 978-0-471-14326-0
MURPHY, J. M. D.; TUMBULL, F. G. Power electronic control of AC Motors. New York: Pergamon, 1990.
ONG, Chee-Mun. Dynamic Simulations of Electric Machinery: Using MATLAB/SIMULINK. Prentice Hall, 1998. ISBN: 0-13-723785-5"
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",TEORIA DE CONTROLE ÓTIMO,NAESZA006-17SA,ESZA006-17,"terça das 18:00 às 21:00, sala S-212-0, semanal ",,SA,Noturno,72,,MAGNO ENRIQUE MENDOZA MEZA,,,,,Não,Não,ESZA006-17,Teoria de Controle Ótimo,3-0-0-4,Modelagem e Controle,"Apresentar os fundamentos do controle ótimo com uma abordagem matemática que abrange os conceitos de derivadas, integrais e equações diferenciais ordinárias. Revisar tais conceitos, evidenciando suas aplicações, de tal forma a exercitar o raciocínio lógico dedutivo do aluno, fazendo com que ele se familiarize com o método científico.",Não se aplica,"Introdução ao cálculo de variações. Lema fundamental do cálculo variacional. Equação de Euler-Lagrange para o problema básico. Funcionais dependentes de derivadas superiores; problema variacional por funcionais de várias variáveis; equação de Euler-Poisson. Aplicações do cálculo variacional. Resolução de exercícios. Problemas variacionais do extremo condicional. Problemas de otimização de sistemas dinâmicos, formulação do princípio do máximo de Pontryágin. Problema do tempo mínimo. Programação dinâmica, princípio de Bellman, equação de Hamilton – Jacobi – Bellman. Sistemas ótimos baseados nos índices de desempenho quadrático, regulador linear- quadrático.","BAUMEISTER, J.; LEITÃO, A. Introdução à teoria do controle e programação dinâmica. Rio de Janeiro: IMPA, 2008.
LEITMANN, G. The Calculus of Variations and Optimal Control: an introduction. 1. ed. New York. Plenum Press , 1981.
NAIDU, D. S. Optimal control systems. CRC Press, 2003.","BRYSON, A. E. Applied Optmal Control, Optimization, Estimation and Control. U.S.A.: Taylor & Francis, 1987.
ELSGOLTS, L. Differential equations and the calculus of variations. Moscou: Mir, 1977.
LEWIS, F. L.; SYRMOS, V. L. Optimal control. 2. ed. New York: John Wiley & Sons, 1995.
KIRK, D. E. Optimal control theory: an introduction. EnglewoodCliffs: Prentice-Hall, 1970.
KRASNOV, M. L.; MAKARENKO, G. I.; KISELIOV, A. I. Cálculo Variacional. Moscou: Mir, 1984."
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",VISÃO COMPUTACIONAL,DAESZA019-17SA,ESZA019-17,"segunda das 08:00 às 10:00, sala S - 303-1, semanal ","quarta das 10:00 às 12:00, sala 401-1, semanal ",SA,Matutino,16,,LUIZ ANTONIO CELIBERTO JUNIOR,,,LUIZ ANTONIO CELIBERTO JUNIOR,,Não,Não,ESZA019-17,Visão Computacional,3-1-0-4,Fundamentos de Robótica,"Compreender como se realizam diversas possibilidades de aplicações interativas através de visão computacional para os sistemas de automação, de instrumentação e de robótica.",Não se aplica,Formação da imagem; extração de atributos; visão estereoscópica; representação de estruturas geométricas; representação do conhecimento; correspondência; reconhecimentos de modelos 2D e 3D.,"BORENSTEIN, J.; EVERETT, H. R.; FENG, Liqang. Navigating Mobile Robots: Systems and Tecniques. Natick, USA: A K Peters Publishers, 1996.
FU, K. S.; GONZALES, R. C.; LEE, C. S. Robotics: Control, Sensing, Vision and Intelligence. McGraw-Hill, 1987.
HARALICK, R. M.; SHAPIRO, L. G. Computer and Robot Vision. Boston: Addison-Wesley, 1993.","JONES, Joseph L.; SEIGER, Bruce A.; FLYNN, Anita M. Mobile robots: inspiration to implementation. 2. ed. Natick, USA: A K Peters Publishers, c1999. xxii, 457 p., il. ISBN 9781568810973.
PARAGIOS, Nikos et al. Handbook of mathematical models in computer vision. New York, USA: Springer, 2006. xxxiii, 605. ISBN 9780387263717. Disponível em: https://link.springer.com/book/10.1007/0-387-28831-7. Acesso em: 5 ago. 2025.
ROMANO, Victor Fereira. Robótica Industrial. São Paulo: Edgard Blucher, 2002.
ROSÁRIO, João Maurício. Princípios de mecatrônica. São Paulo: Prentice Hall, 2005.
SIEGWART, R.; NOURBAKHSH, I. R.; SCARAMUZZA, D. Introduction to autonomous mobile robots. 2. ed. Cambridge, USA: MIT Press, 2004. xvi, 453 p., il. (Intelligent robots and autonomous agents). ISBN 9780262015356."
BACHARELADO EM ENGENHARIA DE MATERIAIS,ADITIVAÇÃO DE POLÍMEROS,DA1ESZM035-17SA,ESZM035-17,"segunda das 10:00 às 12:00, sala S-304-2, semanal , quinta das 08:00 às 10:00, sala S-304-2, semanal ",,SA,Matutino,30,,SUEL ERIC VIDOTTI,,,,,Não,Não,ESZM035-17,Aditivação de Polímeros,4-0-0-4,Síntese de Polímeros; Materiais Poliméricos,Adquirir habilidades sobre o entendimento dos tipos de aditivos empregados e as principais funções de cada um. Identificar e relacionar quais propriedades são alteradas com a utilização dos aditivos.,Não se aplica,"Tipos de aditivos e métodos para obtenção de formulação polimérica. Degradação e estabilização de polímeros. Plastificantes, lubrificantes, antiestáticos, retardantes de chama, colorantes, agentes nucleantes, clarificantes e espumantes. Cargas. Mecanismos de atuação dos aditivos.","BART, J.C.J. Additives in Polymer: industrial analysis and applications. Chichester, GBR: Wiley, 2005.
KOO, J.H. Polymer nanocomposites : processing, characterization, and applications. New York, USA : MCGRAW-HILL PROFESSIONAL, c2006.
RABELLO, M. Aditivação de Polímeros. São Paulo, SP: Artliber, 2000.","CANEVAROLO JR, S. V., Ciência dos Polímeros, Artliber, São Paulo, 2002.
GATCHTER and MULLER, Plastics Additives, Hanser Publishers, New York, 1984. 
SPERLING, L. H., Introduction to Physical Polymer Science, John Wiley & Sons, New York, 1992. 
YOUNG, R.J., Lovell, P.A. Introductionto polymers, CRCPress, 2th edition, London:, 1991.
ZWEIFEL, Hans, Plastics Additives Handbook, Hanser, 2000."
BACHARELADO EM ENGENHARIA DE MATERIAIS,ADITIVAÇÃO DE POLÍMEROS,NA1ESZM035-17SA,ESZM035-17,"segunda das 21:00 às 23:00, sala S-304-2, semanal , quinta das 19:00 às 21:00, sala S-304-2, semanal ",,SA,Noturno,30,,SUEL ERIC VIDOTTI,,,,,Não,Não,ESZM035-17,Aditivação de Polímeros,4-0-0-4,Síntese de Polímeros; Materiais Poliméricos,Adquirir habilidades sobre o entendimento dos tipos de aditivos empregados e as principais funções de cada um. Identificar e relacionar quais propriedades são alteradas com a utilização dos aditivos.,Não se aplica,"Tipos de aditivos e métodos para obtenção de formulação polimérica. Degradação e estabilização de polímeros. Plastificantes, lubrificantes, antiestáticos, retardantes de chama, colorantes, agentes nucleantes, clarificantes e espumantes. Cargas. Mecanismos de atuação dos aditivos.","BART, J.C.J. Additives in Polymer: industrial analysis and applications. Chichester, GBR: Wiley, 2005.
KOO, J.H. Polymer nanocomposites : processing, characterization, and applications. New York, USA : MCGRAW-HILL PROFESSIONAL, c2006.
RABELLO, M. Aditivação de Polímeros. São Paulo, SP: Artliber, 2000.","CANEVAROLO JR, S. V., Ciência dos Polímeros, Artliber, São Paulo, 2002.
GATCHTER and MULLER, Plastics Additives, Hanser Publishers, New York, 1984. 
SPERLING, L. H., Introduction to Physical Polymer Science, John Wiley & Sons, New York, 1992. 
YOUNG, R.J., Lovell, P.A. Introductionto polymers, CRCPress, 2th edition, London:, 1991.
ZWEIFEL, Hans, Plastics Additives Handbook, Hanser, 2000."
BACHARELADO EM ENGENHARIA DE MATERIAIS,BIOMATERIAIS,DA1ESZM032-17SA,ESZM032-17,"segunda das 08:00 às 10:00, sala S-309-3, semanal , quarta das 10:00 às 12:00, sala S-309-3, quinzenal I","quarta das 10:00 às 12:00, sala 507-1, quinzenal II",SA,Matutino,30,,JULIANA MARCHI,,,JULIANA MARCHI,,Não,Não,ESZM032-17,Biomateriais,3-1-0-4,Ciência dos Materiais,"Identificar os materiais utilizados como biomateriais: caracterização, processamento e aplicação. Analisar as interações e reações do sistema biológico ao biomaterial.",Não se aplica,"Definições em Biomateriais. Materiais usados em medicina: Metais, polímeros, cerâmicas, vidros, materiais naturais e compósitos. Boas Práticas de Fabricação e Controle para dispositivos médicos. Legislação nacional em biomateriais; bioética e biotecnologia. Reações do sistema biológico ao biomaterial: Interação de sistemas celulares e superfícies; Inflamação, toxicidade e hipersensibilidade. Degradação de materiais em ambiente biológico: Degradação química e bioquímica de polímeros, metais e cerâmicas; Calcificação de biomateriais. Aplicações de materiais biocompatíveis. Engenharia de tecidos e Medicina regenerativa. Critérios para embalagem e esterilização de biomateriais. Desafios na pesquisa para desenvolvimento de novos biomateriais.","OREFICE, R. L.; PEREIRA, M. M.; MANSUR, H. S. Biomateriais – Fundamentos e Aplicações. 1. ed. Ed. Cultura Médica, 2007.
RATNER, B. D.; HOFFMAN, A.S.; SCHOEN, F.J.; LEMONS J. E. Biomaterials Science – An Introduction to materials in medicine. Academic press, 2004.
TEMENOFF, J. S.; MIKOS, A.G.; Biomaterials: the Intersection of biology and materials science. Upper Saddle River, N.J: Pearson/Prentice, 2008.","AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA - ANVISA. Legislação Agência Nacional de Vigilância Sanitária.
BHATIA, Sujata K. Engineering Biomaterials for Regenerative Medicine: Novel Technologies for Clinical Applications. [S.l.: s.n.]. X, 354, online resource. 
BLITZ, Jonathan P.; GUN'KO, Vladimir M. (Ed.). Surface Chemistry in Biomedical and Environmental Science. [S.l.: s.n.]. XVII, 443, online resource. 
CHU PAUL, K. Biomaterials fabrication and processing Handbook, Boca Raton, NY, USA: CRC Press, 2008.
PARK, J.B.; Biomaterials Principles and Applications, 1 ed. [S.I.]: CRC Press, 2002.
THOMAS, D. W.; Advanced biomaterials for medical applications. 1. ed. Dordrecht: Kluwer Academic Publishers, 2005."
BACHARELADO EM ENGENHARIA DE MATERIAIS,BIOMATERIAIS,NA1ESZM032-17SA,ESZM032-17,"terça das 21:00 às 23:00, sala S-307-1, quinzenal I, sexta das 19:00 às 21:00, sala S-307-1, semanal ","terça das 21:00 às 23:00, sala 507-1, quinzenal II",SA,Noturno,30,,CHRISTIANE RIBEIRO,,,CHRISTIANE RIBEIRO,,Não,Não,ESZM032-17,Biomateriais,3-1-0-4,Ciência dos Materiais,"Identificar os materiais utilizados como biomateriais: caracterização, processamento e aplicação. Analisar as interações e reações do sistema biológico ao biomaterial.",Não se aplica,"Definições em Biomateriais. Materiais usados em medicina: Metais, polímeros, cerâmicas, vidros, materiais naturais e compósitos. Boas Práticas de Fabricação e Controle para dispositivos médicos. Legislação nacional em biomateriais; bioética e biotecnologia. Reações do sistema biológico ao biomaterial: Interação de sistemas celulares e superfícies; Inflamação, toxicidade e hipersensibilidade. Degradação de materiais em ambiente biológico: Degradação química e bioquímica de polímeros, metais e cerâmicas; Calcificação de biomateriais. Aplicações de materiais biocompatíveis. Engenharia de tecidos e Medicina regenerativa. Critérios para embalagem e esterilização de biomateriais. Desafios na pesquisa para desenvolvimento de novos biomateriais.","OREFICE, R. L.; PEREIRA, M. M.; MANSUR, H. S. Biomateriais – Fundamentos e Aplicações. 1. ed. Ed. Cultura Médica, 2007.
RATNER, B. D.; HOFFMAN, A.S.; SCHOEN, F.J.; LEMONS J. E. Biomaterials Science – An Introduction to materials in medicine. Academic press, 2004.
TEMENOFF, J. S.; MIKOS, A.G.; Biomaterials: the Intersection of biology and materials science. Upper Saddle River, N.J: Pearson/Prentice, 2008.","AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA - ANVISA. Legislação Agência Nacional de Vigilância Sanitária.
BHATIA, Sujata K. Engineering Biomaterials for Regenerative Medicine: Novel Technologies for Clinical Applications. [S.l.: s.n.]. X, 354, online resource. 
BLITZ, Jonathan P.; GUN'KO, Vladimir M. (Ed.). Surface Chemistry in Biomedical and Environmental Science. [S.l.: s.n.]. XVII, 443, online resource. 
CHU PAUL, K. Biomaterials fabrication and processing Handbook, Boca Raton, NY, USA: CRC Press, 2008.
PARK, J.B.; Biomaterials Principles and Applications, 1 ed. [S.I.]: CRC Press, 2002.
THOMAS, D. W.; Advanced biomaterials for medical applications. 1. ed. Dordrecht: Kluwer Academic Publishers, 2005."
BACHARELADO EM ENGENHARIA DE MATERIAIS,BLENDAS POLIMÉRICAS,NA1ESZM036-17SA,ESZM036-17,"segunda das 21:00 às 23:00, sala S-309-1, semanal , quinta das 19:00 às 21:00, sala S-309-1, quinzenal I","quinta das 19:00 às 21:00, sala 507-1, quinzenal II",SA,Noturno,30,,GERSON LUIZ MANTOVANI,,,GERSON LUIZ MANTOVANI,,Não,Não,ESZM036-17,Blendas Poliméricas,3-1-0-4,Materiais Poliméricos,"Correlacionar estrutura e propriedades das blendas poliméricas com seu processamento, propriedades e aplicações.",Não se aplica,"Motivação para a mistura de materiais poliméricos. Tipos de blendas poliméricas. Termodinâmica de mistura de polímeros, blendas miscíveis e imiscíveis. Interfaces e compatibilização de blendas poliméricas. Técnicas de mistura de polímeros. Influência da morfologia nas propriedades de blendas poliméricas. Técnicas de caracterização de blendas poliméricas.","PAUL, D.R.; BUCKNALL, C.B. Polymer Blends New York: John Wiley & Sons, 2000. 2 v.
ROBESON, L.M. Polymer Blends: A Comprehensive Review. Munich: Hanser, 2007.
SPERLING, L. H., Introduction to Physical Polymer Science. New York: John Wiley & Sons, 1992.","CANEVAROLO JR., S. V. Ciência dos Polímeros. São Paulo: Artliber, 2002.
OLIBISI, O.; ROBESON, L. M.; SHAW, M. T. Polymer-Polymer Miscibility. New York: Academic Press, 1979.
PAUL, D. R.; NEWMAN, S. (eds.). Polymer Blends. New York: Academic Press, 1978.
UTRACKI, L.A. Polymer Alloys and Blend: Thermodynamics and Rheology. Munich: Hanser, 1989."
